Date,Product,Category,Region,Units_Sold,Cost Price,Revenue,Selling Price,Profit,Profit_Margin
2024-06-27,Tablet,Electronics,South America,19,759.0,14421.0,12142.03,11383.03,78.93
2024-04-09,Smartphone,Electronics,Europe,5,723.05,3615.25,3090.17,2367.12,65.48
2023-11-16,Router,Accessories,Asia,18,540.48,9728.64,6482.8,5942.32,61.08
2023-10-06,Monitor,Accessories,South America,7,130.55,913.85,739.51,608.96,66.64
2024-09-13,Monitor,Accessories,South America,9,273.34,2460.06,1561.12,1287.78,52.35
2023-08-09,Printer,Accessories,North America,18,770.56,13870.08,8550.42,7779.86,56.09
2024-03-16,Laptop,Electronics,Asia,3,387.19,1161.57,985.8,598.61,51.53
2024-05-13,Printer,Accessories,Asia,17,685.15,11647.55,8262.88,7577.73,65.06
2023-07-29,Smartphone,Electronics,Europe,5,577.24,2886.2,2113.59,1536.35,53.23
2023-09-19,Smartphone,Electronics,Asia,12,615.18,7382.16,6209.82,5594.64,75.79
2023-01-08,Monitor,Accessories,South America,4,811.65,3246.6,2258.42,1446.77,44.56
2023-05-13,Monitor,Accessories,Europe,18,568.15,10226.7,7445.5,6877.35,67.25
2024-07-26,Router,Accessories,Asia,12,309.66,3715.92,2256.75,1947.09,52.4
2024-02-11,Router,Accessories,North America,10,991.31,9913.1,5948.57,4957.26,50.01
2023-01-20,Monitor,Accessories,North America,13,576.04,7488.52,6602.78,6026.74,80.48
2024-08-12,Monitor,Accessories,South America,3,163.03,489.09,294.85,131.82,26.95
2023-10-24,Laptop,Electronics,South America,17,461.74,7849.58,5839.79,5378.05,68.51
2023-11-29,Tablet,Electronics,South America,16,886.31,14180.96,12695.15,11808.84,83.27
2024-03-22,Printer,Accessories,South America,5,759.04,3795.2,2280.93,1521.89,40.1
2023-03-22,Monitor,Accessories,Asia,13,419.16,5449.08,3739.0,3319.84,60.92
2023-08-15,Smartphone,Electronics,Europe,4,744.0,2976.0,2311.56,1567.56,52.67
2024-06-06,Tablet,Electronics,Asia,9,198.52,1786.68,1281.92,1083.4,60.64
2024-10-22,Tablet,Electronics,Europe,4,296.43,1185.72,1049.35,752.92,63.5
2023-05-30,Smartphone,Electronics,Europe,5,180.47,902.35,654.45,473.98,52.53
2024-09-08,Tablet,Electronics,North America,14,640.72,8970.08,7813.99,7173.27,79.97
2024-10-05,Monitor,Accessories,South America,2,250.33,500.66,449.27,198.94,39.74
2024-08-16,Monitor,Accessories,Asia,8,948.46,7587.68,6031.4,5082.94,66.99
2023-06-04,Monitor,Accessories,North America,19,561.42,10666.98,7138.35,6576.93,61.66
2024-03-28,Router,Accessories,Asia,2,445.68,891.36,544.64,98.96,11.1
2024-08-28,Laptop,Electronics,Asia,3,843.59,2530.77,2126.43,1282.84,50.69
2023-03-17,Smartphone,Electronics,South America,15,294.69,4420.35,3339.48,3044.79,68.88
2023-02-08,Laptop,Electronics,Asia,17,256.51,4360.67,3134.77,2878.26,66.0
2023-03-20,Router,Accessories,North America,18,542.07,9757.26,8770.81,8228.74,84.33
2024-08-31,Printer,Accessories,South America,3,834.25,2502.75,1670.17,835.92,33.4
2024-08-17,Printer,Accessories,North America,15,131.38,1970.7,1711.51,1580.13,80.18
2024-08-08,Router,Accessories,Europe,5,182.34,911.7,787.01,604.67,66.32
2024-09-11,Monitor,Accessories,Europe,3,345.66,1036.98,770.48,424.82,40.97
2024-04-06,Laptop,Electronics,Asia,3,960.09,2880.27,2473.11,1513.02,52.53
2024-05-31,Router,Accessories,Europe,9,396.15,3565.35,3135.64,2739.49,76.84
2023-09-11,Router,Accessories,South America,11,178.29,1961.19,1417.03,1238.74,63.16
2024-01-17,Smartphone,Electronics,South America,16,546.29,8740.64,5456.9,4910.61,56.18
2023-12-13,Router,Accessories,North America,16,714.93,11438.88,7124.58,6409.65,56.03
2024-11-03,Printer,Accessories,Europe,2,589.4,1178.8,1013.0,423.6,35.93
2023-03-25,Printer,Accessories,Europe,1,890.77,890.77,747.56,-143.21,-16.08
2023-11-14,Router,Accessories,South America,8,320.76,2566.08,1660.77,1340.01,52.22
2024-09-01,Router,Accessories,North America,16,737.53,11800.48,10043.44,9305.91,78.86
2024-07-26,Monitor,Accessories,Asia,10,195.25,1952.5,1580.93,1385.68,70.97
2024-11-17,Router,Accessories,North America,7,893.47,6254.29,5556.28,4662.81,74.55
2023-11-13,Tablet,Electronics,Europe,11,305.76,3363.36,2934.9,2629.14,78.17
2024-05-12,Tablet,Electronics,Europe,18,836.17,15051.06,12787.99,11951.82,79.41
2023-06-08,Laptop,Electronics,Asia,12,105.75,1269.0,870.68,764.93,60.28
2024-06-03,Printer,Accessories,North America,14,393.79,5513.06,4233.77,3839.98,69.65
2024-09-24,Tablet,Electronics,South America,8,333.82,2670.56,2110.28,1776.46,66.52
2023-06-16,Tablet,Electronics,Europe,13,801.86,10424.18,6589.06,5787.2,55.52
2023-02-14,Monitor,Accessories,Asia,7,587.14,4109.98,3653.35,3066.21,74.6
2024-03-30,Printer,Accessories,Asia,15,938.83,14082.45,8882.55,7943.72,56.41
2023-08-28,Printer,Accessories,Europe,4,256.38,1025.52,852.47,596.09,58.13
2024-04-25,Tablet,Electronics,Asia,4,370.87,1483.48,1205.26,834.39,56.25
2024-03-27,Monitor,Accessories,Asia,17,623.95,10607.15,7464.94,6840.99,64.49
2024-05-29,Printer,Accessories,South America,18,884.38,15918.84,14200.35,13315.97,83.65
2023-07-24,Printer,Accessories,Europe,12,774.69,9296.28,5940.56,5165.87,55.57
2023-02-23,Router,Accessories,South America,12,122.13,1465.56,889.06,766.93,52.33
2023-03-27,Tablet,Electronics,Asia,11,714.97,7864.67,5770.87,5055.9,64.29
2024-06-09,Tablet,Electronics,South America,14,521.69,7303.66,6451.26,5929.57,81.19
2023-08-16,Monitor,Accessories,Asia,3,506.25,1518.75,985.8,479.55,31.58
2024-02-29,Laptop,Electronics,South America,11,298.69,3285.59,2052.56,1753.87,53.38
2024-01-18,Tablet,Electronics,South America,14,307.05,4298.7,2748.59,2441.54,56.8
2023-04-12,Router,Accessories,Asia,15,477.75,7166.25,5672.5,5194.75,72.49
2023-05-21,Laptop,Electronics,Asia,6,784.08,4704.48,3446.92,2662.84,56.6
2024-12-13,Tablet,Electronics,South America,1,388.67,388.67,317.67,-71.0,-18.27
2024-09-22,Laptop,Electronics,North America,2,291.79,583.58,355.6,63.81,10.93
2023-09-20,Tablet,Electronics,Europe,12,606.48,7277.76,5396.17,4789.69,65.81
2024-09-15,Printer,Accessories,South America,8,243.32,1946.56,1286.89,1043.57,53.61
2023-10-23,Tablet,Electronics,Asia,8,793.83,6350.64,5419.86,4626.03,72.84
2023-02-18,Tablet,Electronics,South America,7,663.6,4645.2,2970.02,2306.42,49.65
2024-04-13,Laptop,Electronics,North America,3,266.91,800.73,591.44,324.53,40.53
2024-08-11,Tablet,Electronics,Europe,4,602.57,2410.28,1609.25,1006.68,41.77
2024-03-15,Laptop,Electronics,Asia,2,817.8,1635.6,1133.65,315.85,19.31
2024-08-07,Monitor,Accessories,Europe,13,234.62,3050.06,2255.15,2020.53,66.25
2024-07-11,Printer,Accessories,North America,11,725.48,7980.28,6847.37,6121.89,76.71
2023-09-17,Router,Accessories,North America,19,194.44,3694.36,2484.88,2290.44,62.0
2023-03-11,Smartphone,Electronics,Europe,14,228.25,3195.5,2395.56,2167.31,67.82
2024-08-18,Router,Accessories,Asia,1,603.68,603.68,363.98,-239.7,-39.71
2023-02-15,Smartphone,Electronics,Asia,1,565.94,565.94,354.48,-211.46,-37.36
2023-05-19,Laptop,Electronics,South America,7,219.44,1536.08,1183.18,963.74,62.74
2023-10-28,Tablet,Electronics,North America,14,723.87,10134.18,8577.9,7854.03,77.5
2023-02-12,Smartphone,Electronics,Asia,10,250.73,2507.3,1583.03,1332.3,53.14
2024-02-12,Printer,Accessories,South America,11,211.8,2329.8,2024.28,1812.48,77.8
2023-02-07,Router,Accessories,Europe,9,942.59,8483.31,5222.25,4279.66,50.45
2024-01-01,Laptop,Electronics,Asia,9,738.15,6643.35,5721.86,4983.71,75.02
2023-05-08,Smartphone,Electronics,South America,18,662.77,11929.86,9961.75,9298.98,77.95
2024-03-26,Monitor,Accessories,Asia,15,833.34,12500.1,7800.49,6967.15,55.74
2024-05-23,Router,Accessories,South America,16,592.83,9485.28,8016.86,7424.03,78.27
2023-03-22,Monitor,Accessories,Europe,14,173.47,2428.58,1501.12,1327.65,54.67
2023-10-28,Smartphone,Electronics,North America,12,243.59,2923.08,2518.34,2274.75,77.82
2023-12-02,Router,Accessories,Asia,19,978.28,18587.32,13030.99,12052.71,64.84
2024-04-01,Printer,Accessories,South America,8,884.65,7077.2,5167.04,4282.39,60.51
2024-12-07,Monitor,Accessories,Asia,19,245.51,4664.69,2828.01,2582.5,55.36
2023-02-13,Router,Accessories,Asia,19,305.61,5806.59,5219.54,4913.93,84.63
2024-03-21,Smartphone,Electronics,North America,9,543.95,4895.55,3057.07,2513.12,51.33
2024-11-18,Router,Accessories,South America,19,712.21,13531.99,8412.29,7700.08,56.9
2024-06-09,Router,Accessories,Europe,15,331.91,4978.65,3678.16,3346.25,67.21
2023-05-27,Printer,Accessories,South America,5,411.34,2056.7,1462.95,1051.61,51.13
2023-05-10,Laptop,Electronics,Europe,18,880.33,15845.94,12258.46,11378.13,71.8
2024-01-06,Monitor,Accessories,North America,4,126.46,505.84,363.52,237.06,46.86
2023-06-07,Router,Accessories,South America,4,886.08,3544.32,3084.3,2198.22,62.02
2024-01-16,Monitor,Accessories,North America,6,689.51,4137.06,3713.59,3024.08,73.1
2023-05-21,Printer,Accessories,Asia,12,445.46,5345.52,3954.32,3508.86,65.64
2023-11-18,Router,Accessories,Asia,15,312.21,4683.15,3900.13,3587.92,76.61
2023-04-27,Laptop,Electronics,Europe,4,918.13,3672.52,2401.48,1483.35,40.39
2024-06-14,Monitor,Accessories,North America,12,435.56,5226.72,3939.82,3504.26,67.05
2023-09-24,Router,Accessories,South America,5,868.95,4344.75,3248.5,2379.55,54.77
2023-05-06,Tablet,Electronics,North America,2,185.74,371.48,295.56,109.82,29.56
2023-06-26,Router,Accessories,South America,2,872.19,1744.38,1051.35,179.16,10.27
2024-11-29,Smartphone,Electronics,Asia,1,796.13,796.13,508.94,-287.19,-36.07
2024-07-17,Printer,Accessories,Asia,13,313.33,4073.29,2730.74,2417.41,59.35
2023-06-11,Router,Accessories,Europe,10,166.15,1661.5,1081.52,915.37,55.09
2023-05-23,Tablet,Electronics,South America,9,487.8,4390.2,2961.69,2473.89,56.35
2024-01-05,Printer,Accessories,Asia,11,953.73,10491.03,7089.4,6135.67,58.48
2023-11-13,Monitor,Accessories,South America,5,803.61,4018.05,3261.11,2457.5,61.16
2023-11-21,Router,Accessories,North America,18,988.02,17784.36,11326.7,10338.68,58.13
2024-04-22,Router,Accessories,Asia,5,942.95,4714.75,2884.5,1941.55,41.18
2024-07-18,Router,Accessories,Europe,3,506.98,1520.94,1338.67,831.69,54.68
2024-03-19,Printer,Accessories,North America,5,192.98,964.9,748.18,555.2,57.54
2023-06-15,Smartphone,Electronics,Europe,11,115.64,1272.04,886.53,770.89,60.6
2023-07-21,Router,Accessories,Asia,18,408.39,7351.02,5584.38,5175.99,70.41
2024-10-18,Tablet,Electronics,Europe,8,972.92,7783.36,4889.27,3916.35,50.32
2024-11-05,Printer,Accessories,Asia,8,240.55,1924.4,1290.06,1049.51,54.54
2024-08-08,Monitor,Accessories,North America,17,847.79,14412.43,12385.79,11538.0,80.06
2024-10-04,Printer,Accessories,Asia,17,127.35,2164.95,1903.61,1776.26,82.05
2024-05-09,Tablet,Electronics,South America,14,926.81,12975.34,10123.14,9196.33,70.88
2024-04-09,Laptop,Electronics,North America,16,844.15,13506.4,10806.36,9962.21,73.76
2024-03-26,Monitor,Accessories,South America,9,195.93,1763.37,1406.03,1210.1,68.62
2023-07-28,Smartphone,Electronics,Europe,18,644.46,11600.28,8067.22,7422.76,63.99
2023-11-23,Router,Accessories,Asia,1,466.22,466.22,401.52,-64.7,-13.88
2024-04-05,Tablet,Electronics,Europe,14,933.11,13063.54,9555.35,8622.24,66.0
2023-02-21,Smartphone,Electronics,South America,2,786.06,1572.12,1319.55,533.49,33.93
2024-03-04,Tablet,Electronics,Europe,19,882.01,16758.19,11943.59,11061.58,66.01
2024-08-14,Router,Accessories,Asia,7,105.18,736.26,513.45,408.27,55.45
2023-06-13,Monitor,Accessories,South America,12,648.85,7786.2,5987.83,5338.98,68.57
2023-11-12,Monitor,Accessories,North America,19,449.7,8544.3,6276.71,5827.01,68.2
2024-02-07,Printer,Accessories,South America,17,591.12,10049.04,7369.22,6778.1,67.45
2023-08-09,Printer,Accessories,Asia,6,165.88,995.28,777.35,611.47,61.44
2023-02-21,Smartphone,Electronics,South America,14,678.32,9496.48,7861.22,7182.9,75.64
2024-10-31,Router,Accessories,South America,9,441.81,3976.29,3415.63,2973.82,74.79
2024-07-03,Laptop,Electronics,North America,16,862.45,13799.2,12064.24,11201.79,81.18
2023-05-18,Smartphone,Electronics,Asia,12,234.09,2809.08,2129.25,1895.16,67.47
2024-01-10,Laptop,Electronics,South America,15,580.24,8703.6,6809.45,6229.21,71.57
2024-08-06,Printer,Accessories,Europe,16,594.47,9511.52,7838.09,7243.62,76.16
2024-07-20,Smartphone,Electronics,North America,12,959.97,11519.64,6974.79,6014.82,52.21
2024-05-31,Monitor,Accessories,Asia,11,106.81,1174.91,933.16,826.35,70.33
2024-11-27,Printer,Accessories,North America,15,319.13,4786.95,4203.47,3884.34,81.14
2024-07-25,Smartphone,Electronics,Europe,19,191.28,3634.32,2710.34,2519.06,69.31
2024-09-08,Printer,Accessories,South America,16,570.78,9132.48,7315.38,6744.6,73.85
2023-02-11,Laptop,Electronics,North America,15,579.03,8685.45,6724.97,6145.94,70.76
2024-12-31,Smartphone,Electronics,South America,10,649.3,6493.0,5290.79,4641.49,71.48
2024-04-12,Tablet,Electronics,Europe,17,979.05,16643.85,14096.55,13117.5,78.81
2024-09-19,Smartphone,Electronics,Europe,11,210.9,2319.9,1990.07,1779.17,76.69
2024-09-23,Router,Accessories,Asia,7,572.65,4008.55,3257.8,2685.15,66.99
2023-12-11,Printer,Accessories,South America,17,610.58,10379.86,7026.84,6416.26,61.81
2023-11-03,Monitor,Accessories,North America,4,482.07,1928.28,1207.32,725.25,37.61
2023-12-06,Router,Accessories,North America,1,436.16,436.16,330.59,-105.57,-24.2
2024-08-20,Smartphone,Electronics,North America,15,956.26,14343.9,11195.18,10238.92,71.38
2024-04-30,Smartphone,Electronics,Europe,9,814.37,7329.33,5819.35,5004.98,68.29
2024-08-20,Monitor,Accessories,Europe,10,910.02,9100.2,6424.98,5514.96,60.6
2024-10-06,Router,Accessories,South America,5,371.85,1859.25,1523.82,1151.97,61.96
2024-11-28,Tablet,Electronics,North America,4,481.36,1925.44,1540.86,1059.5,55.03
2024-12-18,Laptop,Electronics,Europe,18,789.99,14219.82,9170.52,8380.53,58.94
2024-03-27,Smartphone,Electronics,South America,18,237.69,4278.42,2868.98,2631.29,61.5
2024-02-27,Router,Accessories,Europe,12,876.52,10518.24,6994.86,6118.34,58.17
2024-05-28,Printer,Accessories,South America,17,260.6,4430.2,3073.15,2812.55,63.49
2024-12-23,Tablet,Electronics,Europe,3,646.38,1939.14,1481.52,835.14,43.07
2023-11-29,Router,Accessories,South America,10,331.2,3312.0,2615.17,2283.97,68.96
2024-01-21,Smartphone,Electronics,Europe,2,347.09,694.18,540.85,193.76,27.91
2024-06-29,Smartphone,Electronics,Asia,18,463.89,8350.02,6082.65,5618.76,67.29
2024-09-16,Monitor,Accessories,Europe,7,752.07,5264.49,3183.68,2431.61,46.19
2023-11-01,Smartphone,Electronics,Europe,10,914.97,9149.7,7610.6,6695.63,73.18
2023-11-21,Monitor,Accessories,Asia,4,177.09,708.36,615.04,437.95,61.83
2024-11-23,Printer,Accessories,South America,6,419.5,2517.0,1562.62,1143.12,45.42
2023-12-20,Tablet,Electronics,Asia,17,848.68,14427.56,11554.76,10706.08,74.21
2023-10-22,Router,Accessories,North America,12,310.34,3724.08,2837.76,2527.42,67.87
2024-03-28,Router,Accessories,Asia,6,633.53,3801.18,3056.3,2422.77,63.74
2023-08-08,Tablet,Electronics,Asia,12,391.9,4702.8,3291.49,2899.59,61.66
2024-12-13,Smartphone,Electronics,Europe,6,147.1,882.6,629.77,482.67,54.69
2024-09-22,Router,Accessories,Europe,6,602.01,3612.06,2958.98,2356.97,65.25
2023-02-21,Router,Accessories,Europe,8,622.43,4979.44,3120.27,2497.84,50.16
2023-02-23,Laptop,Electronics,South America,5,257.77,1288.85,1040.1,782.33,60.7
2024-04-28,Laptop,Electronics,Europe,16,468.53,7496.48,5448.49,4979.96,66.43
2024-07-17,Tablet,Electronics,South America,16,101.11,1617.76,1116.67,1015.56,62.78
2024-05-03,Router,Accessories,Europe,8,815.9,6527.2,5731.88,4915.98,75.32
2023-11-25,Smartphone,Electronics,North America,13,207.85,2702.05,2410.9,2203.05,81.53
2024-10-29,Printer,Accessories,Europe,5,763.46,3817.3,3170.57,2407.11,63.06
2023-02-08,Tablet,Electronics,South America,1,857.83,857.83,648.77,-209.06,-24.37
2023-02-07,Monitor,Accessories,South America,6,331.34,1988.04,1662.74,1331.4,66.97
2023-10-24,Laptop,Electronics,North America,1,647.64,647.64,487.06,-160.58,-24.79
2023-10-19,Monitor,Accessories,South America,18,407.51,7335.18,5239.32,4831.81,65.87
2024-05-31,Monitor,Accessories,Asia,2,943.26,1886.52,1445.34,502.08,26.61
2023-04-26,Smartphone,Electronics,Europe,11,842.76,9270.36,6340.1,5497.34,59.3
2024-10-25,Smartphone,Electronics,Europe,4,886.0,3544.0,2298.39,1412.39,39.85
2023-12-12,Smartphone,Electronics,Europe,11,617.13,6788.43,5226.91,4609.78,67.91
2024-09-17,Router,Accessories,South America,10,551.04,5510.4,3962.82,3411.78,61.92
2024-06-11,Smartphone,Electronics,North America,6,835.7,5014.2,3581.08,2745.38,54.75
2024-11-16,Laptop,Electronics,Europe,10,881.25,8812.5,7418.17,6536.92,74.18
2024-05-03,Smartphone,Electronics,Europe,16,290.78,4652.48,3934.23,3643.45,78.31
2023-09-25,Monitor,Accessories,Europe,15,462.68,6940.2,4525.41,4062.73,58.54
2023-10-01,Smartphone,Electronics,Asia,2,301.25,602.5,534.54,233.29,38.72
2024-08-09,Laptop,Electronics,Asia,18,676.87,12183.66,10316.44,9639.57,79.12
2024-12-10,Tablet,Electronics,North America,1,930.48,930.48,694.25,-236.23,-25.39
2024-04-21,Smartphone,Electronics,Europe,14,908.44,12718.16,10795.17,9886.73,77.74
2024-12-03,Printer,Accessories,Asia,3,957.52,2872.56,2434.67,1477.15,51.42
2024-10-16,Smartphone,Electronics,Asia,13,430.78,5600.14,3474.62,3043.84,54.35
2023-08-15,Tablet,Electronics,Europe,2,555.5,1111.0,744.11,188.61,16.98
2023-06-06,Monitor,Accessories,Asia,13,594.58,7729.54,6877.33,6282.75,81.28
2024-12-19,Printer,Accessories,South America,13,942.8,12256.4,10575.21,9632.41,78.59
2024-11-11,Tablet,Electronics,Europe,6,100.3,601.8,364.27,263.97,43.86
2023-03-25,Printer,Accessories,South America,2,685.18,1370.36,884.71,199.53,14.56
2023-04-25,Laptop,Electronics,Europe,2,536.14,1072.28,886.0,349.86,32.63
2024-07-03,Tablet,Electronics,Europe,15,985.31,14779.65,9928.29,8942.98,60.51
2024-06-16,Monitor,Accessories,North America,3,167.17,501.51,418.66,251.49,50.15
2024-04-01,Laptop,Electronics,South America,1,558.48,558.48,502.08,-56.4,-10.1
2024-06-09,Monitor,Accessories,South America,17,309.38,5259.46,3504.07,3194.69,60.74
2023-03-01,Printer,Accessories,South America,4,574.34,2297.36,1672.08,1097.74,47.78
2023-01-23,Monitor,Accessories,Asia,5,897.94,4489.7,3299.64,2401.7,53.49
2023-08-12,Printer,Accessories,North America,3,430.98,1292.94,936.4,505.42,39.09
2023-10-21,Monitor,Accessories,Europe,6,333.83,2002.98,1658.64,1324.81,66.14
2024-10-18,Router,Accessories,South America,7,657.05,4599.35,3205.98,2548.93,55.42
2024-01-27,Monitor,Accessories,South America,18,666.37,11994.66,7912.36,7245.99,60.41
2023-03-24,Router,Accessories,Europe,5,963.62,4818.1,3596.02,2632.4,54.64
2023-05-02,Tablet,Electronics,South America,3,339.27,1017.81,807.97,468.7,46.05
2023-05-11,Router,Accessories,Europe,4,878.19,3512.76,2364.24,1486.05,42.3
2023-01-24,Smartphone,Electronics,South America,18,528.42,9511.56,6779.52,6251.1,65.72
2024-03-10,Printer,Accessories,South America,6,453.15,2718.9,2411.3,1958.15,72.02
2024-11-07,Monitor,Accessories,North America,16,329.2,5267.2,4489.03,4159.83,78.98
2023-07-31,Laptop,Electronics,North America,8,515.33,4122.64,3261.67,2746.34,66.62
2023-02-15,Monitor,Accessories,South America,17,652.54,11093.18,6877.72,6225.18,56.12
2024-05-30,Smartphone,Electronics,Europe,1,498.95,498.95,306.53,-192.42,-38.56
2023-11-23,Printer,Accessories,Asia,8,176.31,1410.48,1149.4,973.09,68.99
2023-11-06,Tablet,Electronics,Europe,13,821.92,10684.96,6748.73,5926.81,55.47
2023-11-04,Smartphone,Electronics,North America,17,960.85,16334.45,13414.71,12453.86,76.24
2024-08-28,Router,Accessories,Europe,14,992.43,13894.02,12382.7,11390.27,81.98
2024-07-23,Monitor,Accessories,North America,19,695.23,13209.37,8659.52,7964.29,60.29
2024-10-20,Router,Accessories,South America,11,470.92,5180.12,3962.2,3491.28,67.4
2023-11-23,Router,Accessories,South America,8,338.54,2708.32,1642.01,1303.47,48.13
2023-06-02,Smartphone,Electronics,South America,16,971.07,15537.12,10699.38,9728.31,62.61
2023-11-04,Router,Accessories,Europe,18,109.38,1968.84,1332.16,1222.78,62.11
2023-03-01,Printer,Accessories,South America,4,797.17,3188.68,2529.17,1732.0,54.32
2024-07-24,Printer,Accessories,Europe,18,389.99,7019.82,4475.63,4085.64,58.2
2023-09-06,Smartphone,Electronics,Europe,8,202.56,1620.48,1208.56,1006.0,62.08
2023-04-05,Printer,Accessories,Europe,11,139.36,1532.96,970.74,831.38,54.23
2023-10-02,Monitor,Accessories,North America,18,302.15,5438.7,3870.45,3568.3,65.61
2023-07-12,Printer,Accessories,Europe,14,495.46,6936.44,5437.35,4941.89,71.25
2023-08-02,Smartphone,Electronics,Asia,12,277.72,3332.64,2886.32,2608.6,78.27
2023-08-05,Tablet,Electronics,North America,3,704.31,2112.93,1468.65,764.34,36.17
2023-09-06,Router,Accessories,Europe,7,861.86,6033.02,5282.98,4421.12,73.28
2023-09-03,Printer,Accessories,Asia,18,672.46,12104.28,8065.31,7392.85,61.08
2024-01-25,Monitor,Accessories,Asia,8,773.37,6186.96,4747.53,3974.16,64.23
2023-09-25,Smartphone,Electronics,South America,12,148.47,1781.64,1240.05,1091.58,61.27
